                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.3207,                0.75208,                 1.2221,                 0.9165,                0.73175,                0.79565,                0.40523,                 1.6391,                0.80988,                 1.2473,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.2703,                0.76253,                 1.2592,                0.82721,                0.79795,                0.80328,                0.41643,                 1.6493,                0.75016,                 1.2646,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.2415,                0.74325,                 1.1903,                0.87822,                    0.8,                0.82657,                0.39398,                 1.7822,                0.85582,                 1.2325,                0.00101,                0.00101,                0.00101
                    152,                 1.3432,                0.78958,                 1.1917,                0.87943,                0.72946,                0.80046,                0.40903,                 1.7303,                0.78959,                 1.2481,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.3226,                0.72874,                 1.2087,                0.93719,                0.74612,                0.79963,                0.40561,                 1.6158,                0.78688,                 1.2367,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.2496,                0.75171,                 1.2297,                0.86109,                0.72329,                0.78312,                 0.4009,                 1.8612,                0.86386,                 1.3581,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.3279,                 0.7615,                 1.2186,                0.89825,                0.71667,                0.76658,                0.39229,                 1.8295,                0.82118,                 1.2934,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.1905,                0.72626,                 1.1769,                0.87633,                0.70869,                0.76662,                0.39754,                 1.6528,                0.83584,                 1.2418,               0.000977,               0.000977,               0.000977
                    157,                 1.2345,                0.68934,                 1.1754,                0.95126,                0.73333,                0.79561,                0.43338,                 1.7197,                0.80145,                 1.2586,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.3536,                 0.7677,                 1.1913,                0.89407,                0.71667,                0.79929,                0.40446,                 1.8058,                0.78387,                 1.2926,              0.0009638,              0.0009638,              0.0009638
                    159,                  1.325,                0.76517,                 1.1702,                0.84991,                0.73333,                0.79609,                0.40747,                 1.6907,                0.80528,                 1.2088,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.2202,                0.68667,                 1.1798,                0.97903,                0.77818,                 0.8343,                0.44091,                 1.6273,                0.81484,                 1.1931,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.2534,                0.71439,                 1.2011,                 0.9364,                0.73624,                0.81637,                0.40391,                 1.6268,                0.75251,                 1.1979,               0.000944,               0.000944,               0.000944
                    162,                 1.2054,                0.68215,                 1.1931,                0.96853,                0.76667,                0.83429,                0.40945,                 1.6397,                0.77123,                 1.2238,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.1459,                0.66195,                  1.122,                0.82317,                0.78333,                0.80232,                0.39167,                 1.6686,                0.95903,                 1.2319,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.2499,                0.69234,                 1.2128,                0.88872,                   0.75,                0.80402,                0.41297,                  1.785,                0.81565,                 1.2669,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.2129,                0.70041,                 1.1595,                0.91223,                0.78333,                0.83081,                0.42467,                 1.5761,                0.81409,                 1.2264,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.1944,                0.68559,                 1.1912,                 0.9298,                   0.75,                  0.819,                0.41418,                 1.5701,                0.83215,                 1.2417,               0.000911,               0.000911,               0.000911
                    167,                 1.1811,                0.67279,                 1.1802,                0.95521,                  0.711,                0.81884,                0.40815,                 1.6796,                0.83068,                 1.3124,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.2105,                0.67384,                 1.1372,                0.80951,                   0.75,                0.78588,                0.42073,                 1.6212,                0.77467,                 1.2689,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.2532,                0.71803,                 1.2058,                0.86564,                0.76667,                0.83716,                0.41443,                 1.6997,                0.79033,                 1.2483,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.2071,                0.68325,                 1.1716,                0.93402,                    0.8,                 0.8357,                0.42186,                  1.638,                0.79451,                 1.2208,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.2386,                0.67956,                 1.1485,                 0.9459,                    0.7,                0.82692,                0.43284,                 1.6069,                0.71521,                 1.1918,               0.000878,               0.000878,               0.000878
                    172,                 1.1954,                0.64656,                 1.1782,                0.84028,                0.78333,                0.76797,                0.41213,                 1.6074,                0.74152,                 1.2965,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.2887,                0.71612,                 1.1677,                0.87726,                    0.8,                0.79056,                0.40962,                 1.6536,                0.77239,                 1.3572,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.2386,                0.68926,                 1.1704,                0.83813,                   0.75,                0.80444,                0.42232,                 1.6505,                0.80177,                 1.2962,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.1794,                0.67055,                 1.1583,                0.85609,                0.78333,                 0.8089,                0.42658,                 1.5335,                0.76182,                 1.2065,              0.0008516,              0.0008516,              0.0008516
                    176,                 1.1523,                0.64316,                 1.1662,                0.91631,                0.76667,                0.82916,                0.41698,                 1.6038,                0.83547,                 1.2415,               0.000845,               0.000845,               0.000845
                    177,                 1.1634,                0.67927,                 1.1856,                  0.865,                0.74756,                0.79198,                0.41012,                 1.6228,                 0.7783,                 1.2332,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.1524,                0.67105,                 1.1923,                0.91413,                0.76667,                0.83246,                0.42583,                 1.5728,                0.76323,                  1.163,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.1657,                0.66491,                 1.1695,                0.87838,                0.76667,                0.82301,                0.42346,                 1.5625,                0.75196,                 1.2185,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.1763,                0.65556,                 1.1698,                0.91102,                0.76667,                0.79963,                0.42897,                 1.5789,                0.77745,                 1.2481,              0.0008186,              0.0008186,              0.0008186
                    181,                 1.2033,                0.70625,                 1.1517,                0.85378,                0.77858,                0.79018,                0.40766,                 1.7172,                0.81576,                 1.2656,               0.000812,               0.000812,               0.000812
                    182,                 1.1883,                0.65699,                 1.1492,                0.90307,                0.78333,                 0.8159,                 0.4235,                 1.7289,                0.75871,                 1.2686,              0.0008054,              0.0008054,              0.0008054
                    183,                 1.2424,                0.65482,                 1.2332,                0.90724,                0.81667,                0.82496,                 0.4119,                 1.7732,                0.82704,                 1.2687,              0.0007988,              0.0007988,              0.0007988
                    184,                 1.2151,                0.68535,                 1.1655,                 0.9076,                0.76667,                0.82596,                0.41144,                  1.714,                0.79494,                 1.2488,              0.0007922,              0.0007922,              0.0007922
                    185,                  1.185,                0.65341,                 1.1382,                0.97676,                0.70037,                0.80874,                0.40165,                 1.6539,                0.80946,                  1.208,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.1521,                0.65333,                  1.161,                0.88351,                    0.8,                0.83371,                0.43837,                 1.5122,                0.78714,                 1.1616,               0.000779,               0.000779,               0.000779
                    187,                 1.2678,                0.72417,                 1.1548,                 0.9294,                    0.8,                 0.8377,                0.41915,                 1.7856,                0.79128,                 1.2475,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.1851,                 0.6594,                 1.2237,                0.88138,                0.76667,                0.83845,                0.43815,                 1.5686,                0.75375,                 1.1964,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.1171,                0.64654,                 1.1479,                0.78986,                   0.75,                0.78225,                0.40453,                 1.6244,                0.82085,                 1.2136,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.1775,                0.68788,                 1.2066,                 0.9005,                   0.75,                0.79091,                0.40903,                 1.6182,                0.77826,                 1.2502,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.1141,                0.78508,                   1.08,                0.89593,                0.78333,                0.78775,                0.38988,                 1.6834,                0.84556,                 1.2867,               0.000746,               0.000746,               0.000746
                    192,                 1.1648,                0.64948,                 1.1426,                0.91936,                0.76667,                0.80699,                0.40902,                 1.7369,                0.75775,                 1.2768,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.0806,                0.66353,                 1.1211,                0.97857,                0.76116,                0.80516,                0.40089,                  1.787,                0.80244,                 1.2867,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.1691,                0.65593,                 1.1486,                0.96948,                0.76667,                0.80344,                0.39869,                 1.6348,                0.87874,                 1.2841,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.1088,                0.62555,                 1.1046,                0.85712,                0.76667,                0.81727,                0.41409,                 1.5552,                0.76249,                 1.2303,              0.0007196,              0.0007196,              0.0007196
                    196,                  1.083,                0.59225,                 1.1261,                0.84365,                0.83333,                0.83421,                0.42003,                 1.7851,                0.81768,                 1.3016,               0.000713,               0.000713,               0.000713
                    197,                 1.0588,                0.60101,                 1.0735,                0.94187,                 0.8102,                0.84866,                0.42644,                 1.6094,                0.76254,                 1.2173,              0.0007064,              0.0007064,              0.0007064
                    198,                 1.0843,                0.60658,                 1.1153,                0.96918,                0.78333,                 0.8411,                0.43099,                 1.5995,                0.75329,                 1.2297,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.1225,                0.61742,                 1.1238,                0.94002,                0.78364,                0.86502,                0.44617,                 1.5723,                0.67807,                 1.2274,              0.0006932,              0.0006932,              0.0006932
                    200,                 1.0714,                0.64567,                 1.0705,                0.96049,                 0.8104,                0.85154,                0.44668,                 1.6065,                0.73105,                 1.2215,              0.0006866,              0.0006866,              0.0006866
                    201,                  1.113,                0.62332,                 1.1089,                0.94125,                0.80111,                0.85045,                0.46503,                  1.411,                0.67766,                 1.1742,                0.00068,                0.00068,                0.00068
                    202,                 1.1405,                0.62596,                 1.1294,                0.90858,                0.83333,                0.85631,                0.45558,                 1.5928,                0.74322,                 1.2388,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.0972,                0.62278,                 1.1768,                0.88847,                0.79668,                0.82343,                0.40868,                 1.6874,                0.80538,                 1.2623,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.0888,                0.61569,                 1.0909,                 0.9202,                    0.8,                0.84074,                0.43318,                 1.5911,                0.74034,                 1.1999,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.1338,                0.63574,                 1.1479,                0.87306,                0.81667,                0.83007,                0.43415,                 1.5804,                0.74575,                 1.2425,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.0903,                0.60265,                 1.1171,                0.87429,                0.81667,                0.82958,                0.43027,                 1.6501,                0.72333,                 1.2424,               0.000647,               0.000647,               0.000647
                    207,                 1.1247,                0.63174,                  1.118,                0.90667,                0.78333,                 0.8134,                0.40647,                 1.7121,                0.76503,                 1.3367,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.0916,                0.63272,                 1.1459,                0.88973,                0.80694,                0.84337,                0.42828,                 1.5461,                0.71142,                 1.3567,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.0806,                0.60573,                 1.0855,                0.92249,                    0.8,                 0.8552,                0.42411,                 1.5553,                0.69236,                 1.2608,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.1099,                0.61675,                 1.0936,                0.88966,                0.83333,                0.84033,                 0.4289,                 1.5699,                0.75664,                 1.2482,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.1377,                0.63039,                 1.0919,                0.79413,                    0.8,                0.74222,                0.40105,                 1.5035,                0.71465,                 1.2407,               0.000614,               0.000614,               0.000614
                    212,                 1.0952,                0.58165,                  1.123,                 0.8068,                0.81667,                0.78943,                0.40339,                 1.5159,                0.73171,                 1.2286,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.0516,                0.57751,                 1.0896,                0.88397,                0.78333,                0.79886,                 0.3814,                 1.7547,                0.81668,                 1.2988,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.0562,                0.58175,                 1.0926,                0.96048,                0.81022,                 0.8406,                0.43881,                 1.6087,                0.74266,                 1.2563,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.0869,                0.65049,                 1.0474,                0.94179,                0.80898,                0.86058,                0.43431,                 1.6292,                0.74128,                 1.2103,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.0641,                 0.6367,                 1.0562,                  0.925,                0.82225,                0.85903,                0.45316,                 1.5492,                0.74981,                  1.172,               0.000581,               0.000581,               0.000581
                    217,                0.95206,                0.64733,                 1.0164,                0.90558,                0.81667,                0.84214,                0.43995,                 1.6581,                0.76483,                 1.2764,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.0762,                0.61234,                 1.1199,                0.93868,                0.76536,                0.83159,                0.44587,                 1.4824,                0.75355,                 1.2302,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.0343,                0.61098,                 1.0315,                0.90455,                0.78983,                0.82558,                0.42495,                 1.5102,                 0.7228,                   1.25,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.2491,                0.65359,                 1.1458,                0.96233,                0.76667,                0.82008,                  0.445,                 1.3607,                0.72801,                 1.2197,              0.0005546,              0.0005546,              0.0005546
                    221,                 1.0122,                0.59349,                 1.0514,                0.93777,                0.81667,                0.82519,                0.44282,                 1.4984,                0.66161,                  1.251,               0.000548,               0.000548,               0.000548
                    222,                 1.1096,                 0.6086,                 1.1293,                 0.9576,                0.76667,                0.84193,                0.45034,                 1.5651,                0.70659,                 1.2174,              0.0005414,              0.0005414,              0.0005414
                    223,                  1.099,                0.61963,                 1.1218,                0.91898,                    0.8,                0.83867,                0.44829,                 1.6257,                0.72995,                 1.2286,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.0244,                0.58641,                 1.1034,                0.96918,                0.81667,                0.85106,                0.44968,                 1.7211,                 0.7743,                 1.2691,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.0041,                0.56885,                 1.1136,                0.97533,                    0.8,                0.86802,                 0.4491,                 1.6484,                 0.7252,                 1.2851,              0.0005216,              0.0005216,              0.0005216
                    226,                 1.0984,                0.60068,                 1.0897,                0.94125,                0.78333,                 0.8497,                0.44051,                 1.6937,                0.72618,                 1.2469,               0.000515,               0.000515,               0.000515
                    227,                 1.0657,                0.57469,                 1.1082,                0.93621,                0.73333,                0.82647,                0.42741,                 1.6552,                0.76793,                 1.2582,              0.0005084,              0.0005084,              0.0005084
                    228,                  1.051,                0.57368,                 1.0779,                0.91459,                0.76667,                 0.8321,                 0.4352,                  1.644,                0.74654,                 1.2576,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.0304,                0.63607,                 1.1126,                0.90008,                0.81667,                0.82601,                0.45556,                 1.5176,                0.71125,                 1.2195,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.0747,                0.57351,                  1.087,                 0.9599,                0.79787,                0.86228,                0.46007,                 1.4934,                0.65485,                 1.2348,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.1114,                0.59047,                  1.109,                0.95997,                0.78333,                0.86032,                0.46359,                 1.4716,                0.66596,                 1.2065,               0.000482,               0.000482,               0.000482
                    232,                 1.0796,                 0.5981,                 1.0796,                0.97039,                0.76667,                0.85084,                0.46258,                 1.4666,                0.66071,                 1.1887,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.0464,                0.56965,                 1.0755,                0.97461,                0.78333,                0.83854,                0.46494,                 1.6796,                0.69804,                 1.2438,              0.0004688,              0.0004688,              0.0004688
                    234,                 1.0131,                0.56274,                 1.0725,                0.95985,                0.76667,                0.84041,                0.45245,                 1.6181,                0.67495,                 1.2146,              0.0004622,              0.0004622,              0.0004622
                    235,                0.98604,                0.54502,                 1.0675,                0.94927,                0.78333,                0.83945,                0.45621,                 1.5512,                0.68555,                 1.2024,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.0212,                0.56864,                 1.0615,                0.91759,                0.78333,                0.82887,                0.44961,                 1.5092,                0.70932,                 1.2247,               0.000449,               0.000449,               0.000449
                    237,                 1.0106,                 0.5675,                 1.0756,                0.90793,                0.82187,                0.82872,                0.44839,                 1.5567,                0.69121,                 1.2456,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.0144,                0.56071,                 1.0651,                0.97719,                    0.8,                0.85902,                0.47196,                 1.5205,                0.65434,                 1.2292,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.0627,                0.56892,                 1.0787,                0.92397,                0.83333,                0.85448,                0.44896,                  1.566,                0.66351,                 1.2308,              0.0004292,              0.0004292,              0.0004292
                    240,                  1.007,                0.55287,                 1.0672,                 0.8614,                0.82871,                0.84489,                0.45588,                 1.6677,                0.73259,                 1.2933,              0.0004226,              0.0004226,              0.0004226
                    241,                0.95914,                0.55015,                 1.0126,                 0.9036,                0.83333,                0.84115,                0.44128,                 1.6092,                0.70959,                 1.2398,               0.000416,               0.000416,               0.000416
                    242,                 1.0404,                0.58914,                 1.0702,                0.92335,                0.80314,                0.83767,                0.45014,                 1.5426,                0.75789,                 1.2158,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.0312,                0.59953,                 1.0977,                0.94118,                0.80001,                0.85305,                0.43981,                 1.6069,                0.72629,                 1.2371,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.0373,                0.58591,                  1.052,                0.92331,                 0.8027,                0.84563,                0.43277,                  1.662,                 0.7803,                 1.2548,              0.0003962,              0.0003962,              0.0003962
                    245,                 1.0214,                0.54553,                 1.0742,                0.96921,                0.81667,                0.86281,                0.44655,                 1.5675,                0.67478,                  1.212,              0.0003896,              0.0003896,              0.0003896
                    246,                0.99006,                0.55884,                 1.0496,                0.95927,                0.78519,                0.86144,                0.45802,                 1.6432,                0.70654,                 1.2314,               0.000383,               0.000383,               0.000383
                    247,                 1.0065,                0.54249,                 1.0715,                0.97906,                0.77951,                0.84442,                 0.4619,                 1.6198,                0.73315,                  1.242,              0.0003764,              0.0003764,              0.0003764
                    248,                0.98177,                0.56128,                 1.0062,                0.95982,                0.81667,                0.85973,                0.45834,                  1.589,                0.69439,                 1.2241,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.0122,                0.55943,                 1.0989,                0.90937,                0.83621,                0.85393,                0.45442,                 1.4359,                0.72797,                 1.1964,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.0348,                0.57386,                 1.0712,                0.92428,                0.81387,                0.83238,                0.44274,                 1.5063,                0.70053,                 1.2008,              0.0003566,              0.0003566,              0.0003566
                    251,                0.99381,                0.56515,                 1.0585,                0.92416,                0.81239,                0.83867,                0.45325,                 1.5086,                0.67451,                  1.205,                0.00035,                0.00035,                0.00035
                    252,                 1.0512,                0.60874,                 1.0623,                0.93605,                0.83333,                   0.86,                0.46106,                 1.4756,                0.69924,                 1.2013,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.0203,                0.57922,                 1.0823,                0.95068,                0.81667,                0.84172,                0.47421,                 1.4947,                0.70606,                 1.1881,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.0263,                0.61837,                 1.0638,                0.94317,                0.82993,                0.84338,                0.45587,                 1.5458,                0.73702,                 1.2337,              0.0003302,              0.0003302,              0.0003302
                    255,                0.95178,                0.53456,                 1.0334,                0.92533,                0.82618,                0.84364,                0.46849,                 1.5647,                0.71317,                 1.2563,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.0314,                0.59774,                 1.0854,                0.98695,                0.78333,                0.85612,                0.46724,                 1.5662,                 0.7084,                  1.243,               0.000317,               0.000317,               0.000317
                    257,                 0.9658,                0.71517,                 1.1188,                0.94436,                0.84867,                0.86266,                0.47988,                 1.5301,                0.70054,                  1.217,              0.0003104,              0.0003104,              0.0003104
                    258,                 0.9956,                0.54521,                 1.0344,                0.95636,                0.81667,                0.83892,                 0.4549,                  1.587,                0.73129,                 1.2715,              0.0003038,              0.0003038,              0.0003038
                    259,                0.95641,                0.53407,                 1.0628,                0.94399,                0.84277,                0.86204,                 0.4637,                 1.5562,                  0.704,                 1.2565,              0.0002972,              0.0002972,              0.0002972
                    260,                0.97535,                0.53892,                 1.0648,                 0.9739,                0.83333,                0.86241,                0.46257,                 1.5884,                0.73906,                 1.2313,              0.0002906,              0.0002906,              0.0002906
                    261,                0.96544,                0.54742,                 1.0371,                0.97732,                0.83333,                0.86681,                0.45772,                 1.5626,                0.71964,                 1.2216,               0.000284,               0.000284,               0.000284
                    262,                0.95858,                0.53233,                 1.0314,                0.95791,                0.81667,                0.84825,                 0.4666,                 1.5736,                0.69997,                 1.2178,              0.0002774,              0.0002774,              0.0002774
                    263,                0.96584,                0.54666,                 1.0319,                0.94242,                0.83333,                0.85697,                 0.4645,                 1.5716,                0.67473,                 1.2013,              0.0002708,              0.0002708,              0.0002708
                    264,                0.95079,                0.53824,                 1.0461,                 0.9575,                0.83333,                0.86097,                0.46714,                 1.6019,                0.70441,                 1.2043,              0.0002642,              0.0002642,              0.0002642
                    265,                0.92844,                0.51337,                 1.0243,                0.95739,                0.83333,                 0.8473,                0.45931,                 1.5576,                0.69822,                 1.1901,              0.0002576,              0.0002576,              0.0002576
                    266,                0.94641,                0.52549,                 1.0441,                0.96161,                   0.85,                 0.8591,                 0.4571,                 1.5314,                0.73322,                 1.2106,               0.000251,               0.000251,               0.000251
                    267,                0.94109,                0.52657,                  1.047,                0.96199,                0.84373,                0.86467,                0.46275,                 1.6301,                0.73601,                 1.2343,              0.0002444,              0.0002444,              0.0002444
                    268,                0.98631,                0.52595,                 1.0403,                0.95267,                   0.85,                0.86192,                0.45981,                   1.59,                0.70577,                 1.2168,              0.0002378,              0.0002378,              0.0002378
                    269,                0.93001,                0.51898,                 1.0345,                  0.959,                   0.85,                0.85699,                0.45875,                 1.5481,                0.71509,                 1.2247,              0.0002312,              0.0002312,              0.0002312
                    270,                0.98314,                0.54132,                 1.0514,                0.96141,                0.83057,                0.85185,                0.44652,                 1.5383,                0.71191,                 1.2379,              0.0002246,              0.0002246,              0.0002246
                    271,                0.91815,                0.52762,                0.97998,                0.94594,                    0.8,                0.85907,                0.45386,                 1.4948,                0.68638,                 1.2133,               0.000218,               0.000218,               0.000218
                    272,                 1.0516,                0.56761,                 1.0465,                0.99426,                    0.8,                0.86563,                0.47364,                 1.5886,                0.72311,                 1.2164,              0.0002114,              0.0002114,              0.0002114
                    273,                0.94753,                0.52486,                 1.0614,                0.97983,                0.80983,                0.86458,                0.46191,                 1.5255,                0.70103,                 1.1994,              0.0002048,              0.0002048,              0.0002048
                    274,                0.95315,                0.52947,                 1.0286,                0.97993,                0.81384,                0.86322,                0.46085,                 1.5213,                0.67473,                 1.1987,              0.0001982,              0.0001982,              0.0001982
                    275,                 0.8611,                0.49314,                 1.0173,                0.96133,                0.82883,                0.86063,                0.45289,                 1.4482,                0.69422,                 1.2004,              0.0001916,              0.0001916,              0.0001916
                    276,                0.90796,                0.49866,                   1.01,                0.94963,                0.83333,                0.86102,                0.44831,                 1.4214,                0.70262,                 1.2066,               0.000185,               0.000185,               0.000185
                    277,                0.93164,                0.54467,                 1.0412,                0.95673,                0.83333,                0.86595,                0.45322,                 1.4966,                0.71572,                 1.2138,              0.0001784,              0.0001784,              0.0001784
                    278,                 0.9987,                0.53014,                 1.0292,                0.96066,                0.81396,                0.86664,                 0.4672,                 1.4985,                0.71598,                 1.2134,              0.0001718,              0.0001718,              0.0001718
                    279,                0.96567,                 0.5285,                 1.0531,                  0.941,                0.79752,                0.84046,                0.46111,                 1.5149,                0.74083,                 1.2031,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.0498,                0.59898,                 1.0533,                0.93339,                0.81667,                 0.8572,                0.46236,                 1.5213,                0.72487,                 1.2099,              0.0001586,              0.0001586,              0.0001586
                    281,                0.88227,                0.49305,                0.96184,                0.94195,                0.81143,                  0.849,                0.45915,                 1.4827,                0.70345,                 1.2252,               0.000152,               0.000152,               0.000152
                    282,                0.98631,                0.55371,                 1.0418,                0.91344,                    0.8,                0.85652,                0.45883,                 1.4601,                0.71089,                 1.2055,              0.0001454,              0.0001454,              0.0001454
                    283,                0.94251,                0.55117,                 1.0636,                0.95324,                0.81667,                0.86014,                0.44746,                 1.5074,                0.68989,                 1.2126,              0.0001388,              0.0001388,              0.0001388
                    284,                0.92452,                 0.5042,                 1.0447,                0.95897,                0.83333,                0.87802,                 0.4762,                  1.522,                0.72554,                 1.2158,              0.0001322,              0.0001322,              0.0001322
                    285,                0.89737,                0.50202,                   1.02,                0.94302,                0.82758,                0.86805,                0.47383,                 1.5176,                0.70513,                 1.2113,              0.0001256,              0.0001256,              0.0001256
                    286,                0.93447,                0.53681,                 1.0925,                0.96047,                0.80997,                0.86519,                 0.4586,                 1.5904,                0.70818,                 1.2236,               0.000119,               0.000119,               0.000119
                    287,                0.92375,                0.51245,                 1.0313,                0.95383,                0.81667,                0.86314,                0.45464,                 1.5558,                0.68788,                 1.2064,              0.0001124,              0.0001124,              0.0001124
                    288,                0.89518,                0.51751,                 1.0315,                0.96207,                0.84551,                0.87905,                0.46297,                 1.5315,                0.69947,                 1.2058,              0.0001058,              0.0001058,              0.0001058
                    289,                0.89064,                0.51942,                 1.0259,                0.95644,                0.83333,                0.87466,                0.45987,                 1.5567,                0.69954,                 1.2148,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.94024,                0.53031,                 1.0284,                0.95448,                0.83333,                0.87233,                0.46261,                 1.5641,                 0.6813,                 1.2139,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.92502,                0.52643,                 1.0992,                0.96071,                0.81516,                0.84811,                0.46712,                  1.499,                0.68722,                 1.2111,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                 1.0506,                 0.5957,                 1.0254,                0.91903,                   0.85,                0.86272,                0.46327,                 1.5133,                 0.6978,                 1.2232,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                 0.8463,                0.47035,                 1.0138,                0.96128,                0.82756,                 0.8642,                0.46663,                   1.51,                0.70916,                 1.2125,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.94805,                0.48593,                0.97316,                0.96151,                 0.8327,                0.86593,                0.47079,                  1.515,                0.71739,                 1.2081,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.85009,                0.47287,                 0.9993,                0.94996,                   0.85,                0.86851,                0.46357,                 1.5125,                0.72397,                 1.2096,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.89332,                0.49145,                0.95988,                0.94357,                   0.85,                0.86874,                0.45823,                 1.5007,                0.69668,                 1.2128,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.89842,                0.47941,                 1.0002,                0.95471,                   0.85,                0.86894,                0.45959,                 1.5047,                0.69498,                  1.215,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.86039,                0.47796,                 1.0274,                0.95919,                0.83333,                0.86776,                0.45831,                 1.4992,                0.70546,                 1.2186,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.90818,                0.49198,                 1.0259,                0.96126,                0.82708,                0.87577,                0.47115,                  1.487,                0.68865,                 1.2164,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                 0.8451,                0.47692,                0.98289,                0.95942,                0.83333,                0.87547,                0.46766,                 1.4813,                0.69061,                 1.2146,               2.66e-05,               2.66e-05,               2.66e-05
